tab 	pmag_results
average_age	average_age_sigma	average_age_unit	average_alpha95	average_dec	average_inc	average_k	average_lat	average_lon	average_n	average_n_lines	average_n_planes	average_r	data_type	er_analyst_mail_names	er_citation_names	er_location_names	er_site_names	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	pmag_result_name	pole_comp_name	result_description	tilt_correction	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n
9.9832e+02	9.9832e+02	Years Cal BP	42.7	329.6	-9.0	3	46.7000	96.1000	6	6	0	4.5366	i		This study	unknown	Z72	Z72.1a:Z72.3a:Z72.4a:Z72.5a:Z72.6a:Z72.7a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z72	HEM	Site VGP, coord system = 100 component: HEM	100	29.6	55.3	32.2	312.7	6
9.9832e+02	9.9832e+02	Years Cal BP	13.9	330.5	76.5	17	46.7000	96.1000	8	8	0	7.5866	i		This study	unknown	Z73	Z73.1a:Z73.2a:Z73.3a:Z73.4a:Z73.5a:Z73.6a:Z73.7a:Z73.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z73	LOW	Site VGP, coord system = 100 component: HEM	0	40.8	18.0	66.1	64.3	8
9.9832e+02	9.9832e+02	Years Cal BP	12.2	216.0	74.4	40	46.7000	96.1000	5	5	0	4.9005	i		This study	unknown	Z73	Z73.4a:Z73.5a:Z73.6a:Z73.7a:Z73.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z73	MAG	Site VGP, coord system = 100 component: HEM	0	31.1	15.8	21.4	78.2	5
9.9832e+02	9.9832e+02	Years Cal BP	15.3	231.6	-81.9	17	46.7000	96.1000	7	7	0	6.6373	i		This study	unknown	Z73	Z73.1a:Z73.2a:Z73.3a:Z73.4a:Z73.5a:Z73.6a:Z73.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z73	MID	Site VGP, coord system = 100 component: HEM	0	74.5	19.8	-54.7	297.9	7
9.9832e+02	9.9832e+02	Years Cal BP	13.9	242.3	54.5	17	46.7000	96.1000	8	8	0	7.5866	i		This study	unknown	Z73	Z73.1a:Z73.2a:Z73.3a:Z73.4a:Z73.5a:Z73.6a:Z73.7a:Z73.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z73	LOW	Site VGP, coord system = 100 component: HEM	100	16.4	18.0	9.0	48.9	8
9.9832e+02	9.9832e+02	Years Cal BP	12.2	218.8	36.2	40	46.7000	96.1000	5	5	0	4.9005	i		This study	unknown	Z73	Z73.4a:Z73.5a:Z73.6a:Z73.7a:Z73.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z73	MAG	Site VGP, coord system = 100 component: HEM	100	10.4	15.8	-14.6	58.7	5
9.9832e+02	9.9832e+02	Years Cal BP	15.3	37.0	-59.7	17	46.7000	96.1000	7	7	0	6.6377	i		This study	unknown	Z73	Z73.1a:Z73.2a:Z73.3a:Z73.4a:Z73.5a:Z73.6a:Z73.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z73	MID	Site VGP, coord system = 100 component: HEM	100	20.8	19.8	-3.3	248.8	7
9.9832e+02	9.9832e+02	Years Cal BP	5.5	34.0	73.9	101	46.7000	96.1000	8	8	0	7.9307	i		This study	unknown	Z74	Z74.1a:Z74.2a:Z74.3a:Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	LOW	Site VGP, coord system = 100 component: HEM	0	13.6	7.1	66.1	139.8	8
9.9832e+02	9.9832e+02	Years Cal BP	2.6	48.6	17.4	451	46.7000	96.1000	8	8	0	7.9845	i		This study	unknown	Z74	Z74.1a:Z74.2a:Z74.3a:Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	MAG	Site VGP, coord system = 100 component: HEM	0	1.9	3.4	34.1	212.6	8
9.9832e+02	9.9832e+02	Years Cal BP	11.6	323.2	-71.6	24	46.7000	96.1000	8	8	0	7.7055	i		This study	unknown	Z74	Z74.1a:Z74.2a:Z74.3a:Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	MID	Site VGP, coord system = 100 component: HEM	0	25.2	15.0	-17.6	296.5	8
9.9832e+02	9.9832e+02	Years Cal BP	15.1	324.7	-72.5	27	46.7000	96.1000	5	5	0	4.8507	i		This study	unknown	Z74	Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	HEM	Site VGP, coord system = 100 component: HEM	0	34.4	19.5	-18.5	295.1	5
9.9832e+02	9.9832e+02	Years Cal BP	5.5	224.8	67.8	101	46.7000	96.1000	8	8	0	7.9309	i		This study	unknown	Z74	Z74.1a:Z74.2a:Z74.3a:Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	LOW	Site VGP, coord system = 100 component: HEM	100	10.0	7.1	14.8	68.7	8
9.9832e+02	9.9832e+02	Years Cal BP	2.6	54.2	54.9	450	46.7000	96.1000	8	8	0	7.9844	i		This study	unknown	Z74	Z74.1a:Z74.2a:Z74.3a:Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	MAG	Site VGP, coord system = 100 component: HEM	100	3.1	3.4	48.5	181.7	8
9.9832e+02	9.9832e+02	Years Cal BP	11.6	14.6	-44.6	24	46.7000	96.1000	8	8	0	7.7054	i		This study	unknown	Z74	Z74.1a:Z74.2a:Z74.3a:Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	MID	Site VGP, coord system = 100 component: HEM	100	11.2	15.0	15.9	262.5	8
9.9832e+02	9.9832e+02	Years Cal BP	15.1	16.1	-44.7	27	46.7000	96.1000	5	5	0	4.8506	i		This study	unknown	Z74	Z74.4a:Z74.5a:Z74.6a:Z74.7a:Z74.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z74	HEM	Site VGP, coord system = 100 component: HEM	100	14.6	19.5	15.5	261.1	5
9.9832e+02	9.9832e+02	Years Cal BP	9.1	355.8	62.8	38	46.7000	96.1000	8	8	0	7.8172	i		This study	unknown	Z76	Z76.1a:Z76.2a:Z76.3a:Z76.4a:Z76.5a:Z76.6a:Z76.7a:Z76.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	LOW	Site VGP, coord system = 100 component: HEM	0	13.7	11.8	86.1	327.4	8
9.9832e+02	9.9832e+02	Years Cal BP	10.8	284.5	-81.9	32	46.7000	96.1000	7	7	0	6.8153	i		This study	unknown	Z76	Z76.1a:Z76.3a:Z76.4a:Z76.5a:Z76.6a:Z76.7a:Z76.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	MAG	Site VGP, coord system = 100 component: HEM	0	52.6	14.0	-40.8	296.6	7
9.9832e+02	9.9832e+02	Years Cal BP	6.4	229.2	-73.9	76	46.7000	96.1000	8	8	0	7.9079	i		This study	unknown	Z76	Z76.1a:Z76.2a:Z76.3a:Z76.4a:Z76.5a:Z76.6a:Z76.7a:Z76.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	MID	Site VGP, coord system = 100 component: HEM	0	15.8	8.3	-58.7	322.8	8
9.9832e+02	9.9832e+02	Years Cal BP	9.1	288.6	-67.4	186	46.7000	96.1000	3	3	0	2.9893	i		This study	unknown	Z76	Z76.1a:Z76.2a:Z76.7a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	HEM	Site VGP, coord system = 100 component: HEM	0	16.2	11.8	-24.8	318.0	3
9.9832e+02	9.9832e+02	Years Cal BP	9.1	267.6	64.2	38	46.7000	96.1000	8	8	0	7.8169	i		This study	unknown	Z76	Z76.1a:Z76.2a:Z76.3a:Z76.4a:Z76.5a:Z76.6a:Z76.7a:Z76.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	LOW	Site VGP, coord system = 100 component: HEM	100	14.3	11.8	30.2	42.6	8
9.9832e+02	9.9832e+02	Years Cal BP	10.7	27.4	-54.7	33	46.7000	96.1000	7	7	0	6.8155	i		This study	unknown	Z76	Z76.1a:Z76.3a:Z76.4a:Z76.5a:Z76.6a:Z76.7a:Z76.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	MAG	Site VGP, coord system = 100 component: HEM	100	12.7	13.9	4.4	253.9	7
9.9832e+02	9.9832e+02	Years Cal BP	6.4	33.6	-67.6	76	46.7000	96.1000	8	8	0	7.9079	i		This study	unknown	Z76	Z76.1a:Z76.2a:Z76.3a:Z76.4a:Z76.5a:Z76.6a:Z76.7a:Z76.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	MID	Site VGP, coord system = 100 component: HEM	100	11.5	8.3	-11.4	255.1	8
9.9832e+02	9.9832e+02	Years Cal BP	9.1	2.3	-54.4	186	46.7000	96.1000	3	3	0	2.9893	i		This study	unknown	Z76	Z76.1a:Z76.2a:Z76.7a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z76	HEM	Site VGP, coord system = 100 component: HEM	100	10.7	11.8	8.3	274.2	3
9.9832e+02	9.9832e+02	Years Cal BP	6.3	29.7	68.7	79	46.7000	96.1000	8	8	0	7.9117	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	LOW	Site VGP, coord system = 100 component: HEM	0	11.9	8.2	70.1	159.6	8
9.9832e+02	9.9832e+02	Years Cal BP	3.6	32.2	27.8	236	46.7000	96.1000	8	8	0	7.9703	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	MAG	Site VGP, coord system = 100 component: HEM	0	2.8	4.7	48.3	225.3	8
9.9832e+02	9.9832e+02	Years Cal BP	5.2	322.6	-82.9	114	46.7000	96.1000	8	8	0	7.9385	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	MID	Site VGP, coord system = 100 component: HEM	0	28.9	6.7	-35.1	286.4	8
9.9832e+02	9.9832e+02	Years Cal BP	21.3	316.7	-33.0	8	46.7000	96.1000	8	8	0	7.0939	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	HEM	Site VGP, coord system = 100 component: HEM	0	17.4	27.6	14.5	318.5	8
9.9832e+02	9.9832e+02	Years Cal BP	6.3	232.8	72.4	79	46.7000	96.1000	8	8	0	7.9118	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	LOW	Site VGP, coord system = 100 component: HEM	100	14.3	8.2	23.1	68.5	8
9.9832e+02	9.9832e+02	Years Cal BP	3.6	23.2	65.3	236	46.7000	96.1000	8	8	0	7.9703	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	MAG	Site VGP, coord system = 100 component: HEM	100	5.9	4.7	74.2	175.1	8
9.9832e+02	9.9832e+02	Years Cal BP	5.2	29.4	-49.8	114	46.7000	96.1000	8	8	0	7.9384	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	MID	Site VGP, coord system = 100 component: HEM	100	5.5	6.7	8.3	250.8	8
9.9832e+02	9.9832e+02	Years Cal BP	21.3	336.5	-21.6	8	46.7000	96.1000	8	8	0	7.0943	i		This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z77	HEM	Site VGP, coord system = 100 component: HEM	100	15.7	27.6	28.4	302.5	8
9.9832e+02	9.9832e+02	Years Cal BP	20.8	359.3	56.6	11	46.7000	96.1000	6	6	0	5.5570	i		This study	unknown	Z78	Z78.10a:Z78.1a:Z78.2a:Z78.4a:Z78.7a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	LOW	Site VGP, coord system = 100 component: HEM	0	25.9	26.9	80.5	279.5	6
9.9832e+02	9.9832e+02	Years Cal BP	10.7	36.4	-74.9	75	46.7000	96.1000	4	4	0	3.9601	i		This study	unknown	Z78	Z78.1a:Z78.2a:Z78.4a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	MAG	Site VGP, coord system = 100 component: HEM	0	28.2	13.9	-22.2	258.4	4
9.9832e+02	9.9832e+02	Years Cal BP	11.2	262.2	-79.0	69	46.7000	96.1000	4	4	0	3.9562	i		This study	unknown	Z78	Z78.1a:Z78.3a:Z78.4a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	MID	Site VGP, coord system = 100 component: HEM	0	40.3	14.5	-45.4	306.8	4
9.9832e+02	9.9832e+02	Years Cal BP	70.7	322.7	-10.1	2	46.7000	96.1000	7	7	0	3.4422	i		This study	unknown	Z78	Z78.10a:Z78.2a:Z78.3a:Z78.4a:Z78.7a:Z78.8a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	HEM	Site VGP, coord system = 100 component: HEM	0	49.3	91.5	28.6	319.5	7
9.9832e+02	9.9832e+02	Years Cal BP	20.8	282.5	66.0	11	46.7000	96.1000	6	6	0	5.5569	i		This study	unknown	Z78	Z78.10a:Z78.1a:Z78.2a:Z78.4a:Z78.7a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	LOW	Site VGP, coord system = 100 component: HEM	100	35.1	26.9	40.0	38.2	6
9.9832e+02	9.9832e+02	Years Cal BP	10.7	38.9	-36.7	75	46.7000	96.1000	4	4	0	3.9599	i		This study	unknown	Z78	Z78.1a:Z78.2a:Z78.4a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	MAG	Site VGP, coord system = 100 component: HEM	100	9.2	13.9	14.2	238.7	4
9.9832e+02	9.9832e+02	Years Cal BP	11.2	25.7	-59.2	69	46.7000	96.1000	4	4	0	3.9564	i		This study	unknown	Z78	Z78.1a:Z78.3a:Z78.4a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	MID	Site VGP, coord system = 100 component: HEM	100	15.0	14.5	0.3	256.7	4
9.9832e+02	9.9832e+02	Years Cal BP	70.7	326.2	-0.3	2	46.7000	96.1000	7	7	0	3.4403	i		This study	unknown	Z78	Z78.10a:Z78.2a:Z78.3a:Z78.4a:Z78.7a:Z78.8a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z78	HEM	Site VGP, coord system = 100 component: HEM	100	48.5	91.5	34.6	318.6	7
9.9832e+02	9.9832e+02	Years Cal BP	8.5	38.6	-77.3	43	46.7000	96.1000	8	8	0	7.8377	i		This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z79	MAG	Site VGP, coord system = 100 component: HEM	0	26.5	11.0	-26.3	259.5	8
9.9832e+02	9.9832e+02	Years Cal BP	6.3	86.9	-74.4	78	46.7000	96.1000	8	8	0	7.9102	i		This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z79	HEM	Site VGP, coord system = 100 component: HEM	0	16.1	8.2	-38.1	237.9	8
9.9832e+02	9.9832e+02	Years Cal BP	8.5	39.7	-39.1	43	46.7000	96.1000	8	8	0	7.8376	i		This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z79	MAG	Site VGP, coord system = 100 component: HEM	100	7.5	11.0	12.4	238.8	8
9.9832e+02	9.9832e+02	Years Cal BP	6.3	55.0	-40.0	78	46.7000	96.1000	8	8	0	7.9101	i		This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z79	HEM	Site VGP, coord system = 100 component: HEM	100	5.6	8.2	4.7	226.8	8
9.9832e+02	9.9832e+02	Years Cal BP	6.9	12.1	59.1	124	46.7000	96.1000	5	5	0	4.9678	i		This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	LOW	Site VGP, coord system = 100 component: HEM	0	9.2	8.9	78.9	219.6	5
9.9832e+02	9.9832e+02	Years Cal BP	6.9	174.8	-68.4	77	46.7000	96.1000	7	7	0	6.9216	i		This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	MAG	Site VGP, coord system = 100 component: HEM	0	12.9	8.9	-84.0	243.4	7
9.9832e+02	9.9832e+02	Years Cal BP	8.6	192.6	-59.6	42	46.7000	96.1000	8	8	0	7.8347	i		This study	unknown	Z80	Z80.1a:Z80.2a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	MID	Site VGP, coord system = 100 component: HEM	0	11.7	11.1	-79.0	36.1	8
9.9832e+02	9.9832e+02	Years Cal BP	8.3	156.3	-70.3	46	46.7000	96.1000	8	8	0	7.8468	i		This study	unknown	Z80	Z80.1a:Z80.2a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:DE-BFL-O:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	HEM	Site VGP, coord system = 100 component: HEM	0	16.9	10.7	-73.2	222.0	8
9.9832e+02	9.9832e+02	Years Cal BP	6.9	274.2	72.6	124	46.7000	96.1000	5	5	0	4.9677	i		This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	LOW	Site VGP, coord system = 100 component: HEM	100	15.8	8.9	40.0	52.3	5
9.9832e+02	9.9832e+02	Years Cal BP	6.9	75.4	-62.9	76	46.7000	96.1000	7	7	0	6.9216	i		This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	MAG	Site VGP, coord system = 100 component: HEM	100	10.4	8.9	-22.6	227.5	7
9.9832e+02	9.9832e+02	Years Cal BP	8.6	92.5	-72.8	42	46.7000	96.1000	8	8	0	7.8341	i		This study	unknown	Z80	Z80.1a:Z80.2a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	MID	Site VGP, coord system = 100 component: HEM	100	19.9	11.1	-39.4	233.2	8
9.9832e+02	9.9832e+02	Years Cal BP	8.3	73.2	-56.3	46	46.7000	96.1000	8	8	0	7.8466	i		This study	unknown	Z80	Z80.1a:Z80.2a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:DE-BFL-O:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z80	HEM	Site VGP, coord system = 100 component: HEM	100	10.3	10.7	-16.1	223.2	8
9.9832e+02	9.9832e+02	Years Cal BP	11.8	143.0	-61.6	27	46.7000	96.1000	7	7	0	6.7784	i		This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.6a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z81	MAG	Site VGP, coord system = 100 component: HEM	0	17.0	15.3	-63.7	191.1	7
9.9832e+02	9.9832e+02	Years Cal BP	5.3	136.7	-66.6	159	46.7000	96.1000	6	6	0	5.9685	i		This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z81	HEM	Site VGP, coord system = 100 component: HEM	0	9.2	6.9	-61.3	207.1	6
9.9832e+02	9.9832e+02	Years Cal BP	11.8	85.4	-49.2	27	46.7000	96.1000	7	7	0	6.7787	i		This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.6a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z81	MAG	Site VGP, coord system = 100 component: HEM	100	12.4	15.3	-18.5	210.7	7
9.9832e+02	9.9832e+02	Years Cal BP	5.3	76.8	-48.5	160	46.7000	96.1000	6	6	0	5.9687	i		This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z81	HEM	Site VGP, coord system = 100 component: HEM	100	5.5	6.9	-12.8	215.7	6
9.9832e+02	9.9832e+02	Years Cal BP	12.0	35.9	59.1	32	46.7000	96.1000	6	6	0	5.8437	i		This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z82	LOW	Site VGP, coord system = 100 component: HEM	0	16.0	15.5	63.2	187.7	6
9.9832e+02	9.9832e+02	Years Cal BP	180.0	307.1	-19.6	1	46.7000	96.1000	2	2	0	0.2195	i		This study	unknown	Z82	Z82.3a:Z82.5a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	VGP Site: Z82	MAG	Site VGP, coord system = 100 component: HEM	0	131.0	233.0	16.2	331.0	2
9.9832e+02	9.9832e+02	Years Cal BP	3.0	126.4	-68.9	343	46.7000	96.1000	8	8	0	7.9796	i		This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a:Z82.7a:Z82.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z82	HEM	Site VGP, coord system = 100 component: HEM	0	5.7	3.9	-55.6	215.7	8
9.9832e+02	9.9832e+02	Years Cal BP	12.0	236.7	82.3	32	46.7000	96.1000	6	6	0	5.8433	i		This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z82	LOW	Site VGP, coord system = 100 component: HEM	100	61.4	15.5	37.2	80.2	6
