tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_direction_type	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.3	LOW	232.8	Site direction included in results table		72.4	9.9827e+02	9.9827e+02	Years Cal BP	79	8	8	0		7.9118	100
	This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.6	MAG	23.2	Site direction included in results table		65.3	9.9827e+02	9.9827e+02	Years Cal BP	236	8	8	0		7.9703	100
	This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.0	MID	29.3	Site direction included in results table		-49.6	9.9827e+02	9.9827e+02	Years Cal BP	125	8	8	0		7.9439	100
	This study	unknown	Z77	Z77.1a:Z77.2a:Z77.3a:Z77.4a:Z77.5a:Z77.6a:Z77.7a:Z77.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	21.3	HEM	336.5	Site direction included in results table		-21.6	9.9827e+02	9.9827e+02	Years Cal BP	8	8	8	0		7.0943	100
	This study	unknown	Z78	Z78.10a:Z78.1a:Z78.2a:Z78.4a:Z78.7a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	20.8	LOW	359.3	Site direction included in results table		56.6	9.9827e+02	9.9827e+02	Years Cal BP	11	6	6	0		5.5570	0
	This study	unknown	Z78	Z78.1a:Z78.2a:Z78.3a:Z78.4a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	13.0	MAG	7.3	Site direction included in results table		-78.7	9.9827e+02	9.9827e+02	Years Cal BP	36	5	5	0		4.8881	0
	This study	unknown	Z78	Z78.5a:Z78.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	14.1	MID	320.5	Site direction included in results table		49.2	9.9827e+02	9.9827e+02	Years Cal BP	316	2	2	0		1.9968	0
	This study	unknown	Z78	Z78.10a:Z78.1a:Z78.2a:Z78.3a:Z78.4a:Z78.7a:Z78.8a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	55.2	HEM	322.0	Site direction included in results table		-8.8	9.9827e+02	9.9827e+02	Years Cal BP	2	8	8	0		4.4376	0
	This study	unknown	Z78	Z78.10a:Z78.1a:Z78.2a:Z78.4a:Z78.7a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	20.8	LOW	282.5	Site direction included in results table		66.0	9.9827e+02	9.9827e+02	Years Cal BP	11	6	6	0		5.5569	100
	This study	unknown	Z78	Z78.1a:Z78.2a:Z78.3a:Z78.4a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	13.0	MAG	32.0	Site direction included in results table		-42.0	9.9827e+02	9.9827e+02	Years Cal BP	36	5	5	0		4.8876	100
	This study	unknown	Z78	Z78.5a:Z78.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.1	MID	279.8	Site direction included in results table		41.8	9.9827e+02	9.9827e+02	Years Cal BP	314	2	2	0		1.9968	100
	This study	unknown	Z78	Z78.10a:Z78.1a:Z78.2a:Z78.3a:Z78.4a:Z78.7a:Z78.8a:Z78.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	55.2	HEM	324.9	Site direction included in results table		0.3	9.9827e+02	9.9827e+02	Years Cal BP	2	8	8	0		4.4358	100
	This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.5	MAG	38.6	Site direction included in results table		-77.3	9.9827e+02	9.9827e+02	Years Cal BP	43	8	8	0		7.8377	0
	This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.3	HEM	86.9	Site direction included in results table		-74.4	9.9827e+02	9.9827e+02	Years Cal BP	78	8	8	0		7.9102	0
	This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.5	MAG	39.7	Site direction included in results table		-39.1	9.9827e+02	9.9827e+02	Years Cal BP	43	8	8	0		7.8376	100
	This study	unknown	Z79	Z79.1a:Z79.2a:Z79.3a:Z79.4a:Z79.5a:Z79.6a:Z79.7a:Z79.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.3	HEM	55.0	Site direction included in results table		-40.0	9.9827e+02	9.9827e+02	Years Cal BP	78	8	8	0		7.9101	100
	This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.9	LOW	12.1	Site direction included in results table		59.1	9.9827e+02	9.9827e+02	Years Cal BP	124	5	5	0		4.9678	0
	This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.3	MAG	181.4	Site direction included in results table		-65.3	9.9827e+02	9.9827e+02	Years Cal BP	69	7	7	0		6.9136	0
	This study	unknown	Z80	Z80.1a:Z80.2a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:DE-BFL-O:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.3	HEM	156.3	Site direction included in results table		-70.3	9.9827e+02	9.9827e+02	Years Cal BP	46	8	8	0		7.8468	0
	This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.9	LOW	274.2	Site direction included in results table		72.6	9.9827e+02	9.9827e+02	Years Cal BP	124	5	5	0		4.9677	100
	This study	unknown	Z80	Z80.1a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	7.3	MAG	80.8	Site direction included in results table		-66.2	9.9827e+02	9.9827e+02	Years Cal BP	70	7	7	0		6.9139	100
	This study	unknown	Z80	Z80.1a:Z80.2a:Z80.3a:Z80.4a:Z80.5a:Z80.6a:Z80.7a:Z80.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:DE-BFL-O:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.3	HEM	73.2	Site direction included in results table		-56.3	9.9827e+02	9.9827e+02	Years Cal BP	46	8	8	0		7.8466	100
	This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.6a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.8	MAG	143.0	Site direction included in results table		-61.6	9.9827e+02	9.9827e+02	Years Cal BP	27	7	7	0		6.7784	0
	This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.3	HEM	136.7	Site direction included in results table		-66.6	9.9827e+02	9.9827e+02	Years Cal BP	159	6	6	0		5.9685	0
	This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.6a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	11.8	MAG	85.4	Site direction included in results table		-49.2	9.9827e+02	9.9827e+02	Years Cal BP	27	7	7	0		6.7787	100
	This study	unknown	Z81	Z81.1a:Z81.2a:Z81.3a:Z81.5a:Z81.7a:Z81.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.3	HEM	76.8	Site direction included in results table		-48.5	9.9827e+02	9.9827e+02	Years Cal BP	160	6	6	0		5.9687	100
	This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a:Z82.7a:Z82.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	15.1	LOW	54.2	Site direction included in results table		58.7	9.9827e+02	9.9827e+02	Years Cal BP	14	8	8	0		7.5149	0
	This study	unknown	Z82	Z82.3a:Z82.5a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	180.0	MAG	307.1	Site direction included in results table		-19.6	9.9827e+02	9.9827e+02	Years Cal BP	1	2	2	0		0.2195	0
	This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a:Z82.7a:Z82.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.0	HEM	126.4	Site direction included in results table		-68.9	9.9827e+02	9.9827e+02	Years Cal BP	343	8	8	0		7.9796	0
	This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a:Z82.7a:Z82.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	15.1	LOW	176.9	Site direction included in results table		79.5	9.9827e+02	9.9827e+02	Years Cal BP	14	8	8	0		7.5150	100
	This study	unknown	Z82	Z82.3a:Z82.5a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	180.0	MAG	320.3	Site direction included in results table		-17.2	9.9827e+02	9.9827e+02	Years Cal BP	1	2	2	0		0.2185	100
	This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a:Z82.7a:Z82.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.0	HEM	71.2	Site direction included in results table		-45.9	9.9827e+02	9.9827e+02	Years Cal BP	340	8	8	0		7.9794	100
	This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.2	LOW	14.0	Site direction included in results table		61.0	9.9827e+02	9.9827e+02	Years Cal BP	55	7	7	0		6.8915	0
	This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.0	MAG	145.1	Site direction included in results table		-63.5	9.9827e+02	9.9827e+02	Years Cal BP	104	7	7	0		6.9422	0
	This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.7	HEM	156.3	Site direction included in results table		-44.9	9.9827e+02	9.9827e+02	Years Cal BP	114	7	7	0		6.9472	0
	This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.2	LOW	210.6	Site direction included in results table		78.4	9.9827e+02	9.9827e+02	Years Cal BP	55	7	7	0		6.8911	100
	This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.9	MAG	62.5	Site direction included in results table		-58.5	9.9827e+02	9.9827e+02	Years Cal BP	104	7	7	0		6.9423	100
	This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.7	HEM	101.9	Site direction included in results table		-61.2	9.9827e+02	9.9827e+02	Years Cal BP	114	7	7	0		6.9475	100
	This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.1	LOW	343.9	Site direction included in results table		64.0	9.9827e+02	9.9827e+02	Years Cal BP	156	5	5	0		4.9743	0
	This study	unknown	Z84	Z84.1a:Z84.3a:Z84.4a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.0	MAG	278.3	Site direction included in results table		51.4	9.9827e+02	9.9827e+02	Years Cal BP	313	3	3	0		2.9936	0
	This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.5a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.2	MID	184.1	Site direction included in results table		-75.3	9.9827e+02	9.9827e+02	Years Cal BP	68	6	6	0		5.9267	0
	This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.2	LOW	239.0	Site direction included in results table		66.4	9.9827e+02	9.9827e+02	Years Cal BP	156	5	5	0		4.9743	100
	This study	unknown	Z84	Z84.1a:Z84.3a:Z84.4a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	7.0	MAG	245.1	Site direction included in results table		31.2	9.9827e+02	9.9827e+02	Years Cal BP	312	3	3	0		2.9936	100
	This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.5a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.2	MID	28.1	Site direction included in results table		-63.6	9.9827e+02	9.9827e+02	Years Cal BP	68	6	6	0		5.9265	100
	This study	unknown	Z85	Z85.3a:Z85.5a:Z85.6a:Z85.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	180.0	LOW	170.2	Site direction included in results table		-12.9	9.9827e+02	9.9827e+02	Years Cal BP	1	4	4	0		1.9895	0
	This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a:Z85.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	30.3	MAG	165.0	Site direction included in results table		-45.4	9.9827e+02	9.9827e+02	Years Cal BP	4	8	8	0		6.3682	0
	This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	16.8	MID	176.4	Site direction included in results table		-55.4	9.9827e+02	9.9827e+02	Years Cal BP	14	7	7	0		6.5661	0
	This study	unknown	Z85	Z85.1a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT		LMT	214.9	Site direction included in results table	l	-19.8	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			0
	This study	unknown	Z85	Z85.3a:Z85.5a:Z85.6a:Z85.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	180.0	LOW	156.2	Site direction included in results table		-46.4	9.9827e+02	9.9827e+02	Years Cal BP	1	4	4	0		1.9879	100
	This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a:Z85.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	30.3	MAG	106.6	Site direction included in results table		-66.9	9.9827e+02	9.9827e+02	Years Cal BP	4	8	8	0		6.3681	100
	This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	16.8	MID	77.6	Site direction included in results table		-75.3	9.9827e+02	9.9827e+02	Years Cal BP	14	7	7	0		6.5665	100
	This study	unknown	Z85	Z85.1a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT		LMT	227.8	Site direction included in results table	l	-57.5	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			100
	This study	unknown	Z87	Z87.1a:Z87.6a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	16.7	LOW	356.8	Site direction included in results table		56.4	9.9827e+02	9.9827e+02	Years Cal BP	55	3	3	0		2.9640	0
	This study	unknown	Z87	Z87.1a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	21.0	MAG	107.2	Site direction included in results table		-80.0	9.9827e+02	9.9827e+02	Years Cal BP	20	4	4	0		3.8513	0
	This study	unknown	Z87	Z87.3a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT		MID	233.5	Site direction included in results table	l	-14.5	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			0
	This study	unknown	Z87	Z87.1a:Z87.2a:Z87.3a:Z87.4a:Z87.5a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.4	HEM	125.0	Site direction included in results table		-82.2	9.9827e+02	9.9827e+02	Years Cal BP	45	8	8	0		7.8429	0
	This study	unknown	Z87	Z87.1a:Z87.6a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	16.8	LOW	288.6	Site direction included in results table		60.7	9.9827e+02	9.9827e+02	Years Cal BP	55	3	3	0		2.9637	100
	This study	unknown	Z87	Z87.1a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	21.0	MAG	60.0	Site direction included in results table		-46.2	9.9827e+02	9.9827e+02	Years Cal BP	20	4	4	0		3.8511	100
	This study	unknown	Z87	Z87.3a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT		MID	237.1	Site direction included in results table	l	-52.1	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			100
	This study	unknown	Z87	Z87.1a:Z87.2a:Z87.3a:Z87.4a:Z87.5a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.4	HEM	59.2	Site direction included in results table		-49.7	9.9827e+02	9.9827e+02	Years Cal BP	45	8	8	0		7.8432	100
	This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	14.8	LOW	359.2	Site direction included in results table		45.1	9.9827e+02	9.9827e+02	Years Cal BP	15	8	8	0		7.5294	0
	This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	14.2	MAG	250.2	Site direction included in results table		-82.0	9.9827e+02	9.9827e+02	Years Cal BP	16	8	8	0		7.5694	0
	This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:DE-BFL-O:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.0	HEM	90.5	Site direction included in results table		-80.2	9.9827e+02	9.9827e+02	Years Cal BP	189	8	8	0		7.9630	0
	This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.9	LOW	310.3	Site direction included in results table		58.0	9.9827e+02	9.9827e+02	Years Cal BP	15	8	8	0		7.5285	100
	This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.2	MAG	41.4	Site direction included in results table		-59.2	9.9827e+02	9.9827e+02	Years Cal BP	16	8	8	0		7.5691	100
	This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:DE-BFL-O:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.1	HEM	56.8	Site direction included in results table		-44.4	9.9827e+02	9.9827e+02	Years Cal BP	188	8	8	0		7.9627	100
	This study	unknown	Z89	Z89.1a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT		LOW	15.6	Site direction included in results table	l	3.4	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			0
	This study	unknown	Z89	Z89.2a:Z89.4a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	77.4	MAG	115.6	Site direction included in results table		-74.0	9.9827e+02	9.9827e+02	Years Cal BP	13	2	2	0		1.9210	0
	This study	unknown	Z89	Z89.6a:Z89.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	180.0	MID	246.4	Site direction included in results table		-53.6	9.9827e+02	9.9827e+02	Years Cal BP	7	2	2	0		1.8483	0
	This study	unknown	Z89	Z89.1a:Z89.2a:Z89.3a:Z89.4a:Z89.5a:Z89.6a:Z89.7a:Z89.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.3	HEM	122.4	Site direction included in results table		-80.3	9.9827e+02	9.9827e+02	Years Cal BP	601	8	8	0		7.9884	0
	This study	unknown	Z89	Z89.1a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT		LOW	7.6	Site direction included in results table	l	34.6	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			100
	This study	unknown	Z89	Z89.2a:Z89.4a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	77.4	MAG	68.3	Site direction included in results table		-44.0	9.9827e+02	9.9827e+02	Years Cal BP	13	2	2	0		1.9210	100
	This study	unknown	Z89	Z89.6a:Z89.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	180.0	MID	332.9	Site direction included in results table		-78.4	9.9827e+02	9.9827e+02	Years Cal BP	7	2	2	0		1.8485	100
	This study	unknown	Z89	Z89.1a:Z89.2a:Z89.3a:Z89.4a:Z89.5a:Z89.6a:Z89.7a:Z89.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.3	HEM	61.6	Site direction included in results table		-48.6	9.9827e+02	9.9827e+02	Years Cal BP	604	8	8	0		7.9884	100
	This study	unknown	Z90	Z90.2a:Z90.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	18.8	MAG	95.8	Site direction included in results table		-77.1	9.9827e+02	9.9827e+02	Years Cal BP	179	2	2	0		1.9944	0
	This study	unknown	Z90	Z90.1a:Z90.2a:Z90.3a:Z90.4a:Z90.5a:Z90.6a:Z90.7a:Z90.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.4	HEM	126.8	Site direction included in results table		-82.3	9.9827e+02	9.9827e+02	Years Cal BP	527	8	8	0		7.9867	0
